track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_name,popularity,album_name,album_type,release_date,track_url
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335.0,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37,,,,,,
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895.0,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9,Jack Harlow,63.0,Come Home The Kids Miss You,album,2022-05-06,https://open.spotify.com/track/3ioJs8DQw527GmqJIp5gZG
Chale,Eden Muï¿½ï,1,2022,2,18,695,11,299648208.0,16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4,Eden Muñoz,72.0,Chale,single,2022-02-18,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6
DARARI,Treasure,1,2022,2,15,328,0,182978249.0,10,21,7,0,9,85,n/a,Major,72,55,64,49,0,7,4,TREASURE,66.0,THE SECOND STEP : CHAPTER ONE,single,2022-02-15,https://open.spotify.com/track/0dcnrLo8s1rhjm8euGjI4n
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142.0,27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3,Christian Nodal,77.0,Forajido EP 1,single,2022-05-27,https://open.spotify.com/track/7CnmrsgrDklemSrdq8tuzL
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573.0,0,0,14,0,0,81,n/a,Major,77,68,70,6,0,17,20,,,,,,
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879.0,26,1,19,0,0,104,D,Minor,80,24,65,2,0,9,4,Tyga,63.0,Freaky Deaky,single,2022-02-25,https://open.spotify.com/track/3vySEUpD0tc801F2WZDLYw
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840.0,16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6,JVKE,75.0,this is what ____ feels like (Vol. 1-4),album,2022-09-23,https://open.spotify.com/track/2PWTZV5znjLtZC5T1EVJvL
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938.0,13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4,Bad Bunny,69.0,YHLQMDLG,album,2020-02-29,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679.0,321,162,"5,691",8,17,71,n/a,Minor,41,23,40,27,0,30,5,Queen,80.0,A Night At The Opera (2011 Remaster),album,1975-11-21,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494.0,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6,XXXTENTACION,83.0,?,album,2018-03-16,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073.0,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8,Dua Lipa,76.0,Future Nostalgia,album,2020-03-27,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297.0,315,160,"6,284",1,46,124,D,Major,53,66,78,0,0,16,5,MOLOW,35.0,Wake Me Up,single,2023-08-11,https://open.spotify.com/track/6d0T2bz3qCRTtG126QFkp3
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558.0,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13,Olivia Rodrigo,81.0,SOUR,album,2021-05-21,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0,263779030.0,2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9,,,,,,
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453.0,36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39,C. Tangana,71.0,El Madrileño,album,2021-02-26,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728.0,336,188,"2,692",3,30,103,B,Minor,61,47,65,3,0,17,4,The Chainsmokers,88.0,Memories...Do Not Open,album,2017-04-07,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264.0,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3,Nine Inch Nails,73.0,The Downward Spiral (Deluxe Edition),album,1994-03-08,https://open.spotify.com/track/5mc6EyF1OIEOhAkD0Gg9Lc
O.O,NMIXX,1,2022,2,22,290,0,135444283.0,9,66,10,0,0,200,B,Minor,39,28,77,4,0,6,29,NMIXX,63.0,AD MARE,single,2022-02-22,https://open.spotify.com/track/44zfpg3ndtGESsgpTbWeyE
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296.0,217,136,"6,508",1,0,129,n/a,Major,86,75,52,54,0,10,4,,,,,,
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197.0,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14,AnnenMayKantereit,74.0,Tom's Diner,single,2019-06-28,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298.0,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10,Jack Harlow,76.0,Come Home The Kids Miss You,album,2022-05-06,https://open.spotify.com/track/0wHFktze2PHC5jDt3B17DC
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097.0,32,0,19,0,0,174,n/a,Major,58,56,83,5,0,7,4,E-Dubble,39.0,Plan A,single,2013-02-01,https://open.spotify.com/track/7ClXz3V7FWaiX1kO07j7FR
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166.0,68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14,Danny Ocean,78.0,@dannocean,album,2022-02-17,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291.0,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5,,,,,,
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451.0,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4,Bryan Adams,67.0,On A Day Like Today,album,1998-01-01,https://open.spotify.com/track/7p9dd71JR2ucoAuO1Sy0VZ
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339.0,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12,Jason Derulo,69.0,Jason Derulo (International),album,2010-02-26,https://open.spotify.com/track/6St9lR6dhV2tpCNVz7qfrS
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303.0,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3,WILLOW,79.0,ARDIPITHECUS,album,2015-01-11,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063.0,28,124,13,0,1,118,C#,Minor,70,54,71,0,0,33,4,IVE,72.0,LOVE DIVE,single,2022-04-05,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485.0,49,17,30,0,0,98,G,Minor,83,63,74,14,0,16,6,Alejo,68.0,Pantysito,single,2022-03-18,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
Chance,Paulo Londra,1,2022,4,6,225,0,89566512.0,11,0,7,0,0,138,C#,Minor,72,22,46,24,0,9,6,,,,,,
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855.0,155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4,Demi Lovato,77.0,Confident,album,2015-01-01,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209.0,24,0,52,0,0,180,G,Minor,63,45,64,34,0,9,8,Camila Cabello,54.0,Familia,album,2022-04-08,https://open.spotify.com/track/705dwKmZCd7ImAUyyD6Mpm
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328.0,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3,Troye Sivan,72.0,Angel Baby,single,2021-09-09,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591.0,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4,French Police,59.0,Haunted Castle (Extended Play),album,2021-04-20,https://open.spotify.com/track/2ZgKOGthLtSzmDWde75FtY
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385.0,14,0,11,0,0,82,A#,Major,79,48,84,13,0,21,23,Duki,63.0,Si Quieren Frontear,single,2022-03-31,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
Right On,Lil Baby,1,2022,4,8,1116,0,101780047.0,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34,Lil Baby,62.0,Right On,single,2022-04-08,https://open.spotify.com/track/6ws54n2IzyrIxxyzlG2bVJ
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354.0,12,2,4,0,0,92,n/a,Major,86,91,79,29,0,60,16,,,,,,
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130.0,11,6,12,0,15,108,F#,Major,71,55,44,74,0,11,6,Charlie Puth,64.0,CHARLIE,album,2022-10-07,https://open.spotify.com/track/0wPKDeY4fZXT6k9bzV0kx0
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991.0,5,0,4,0,1,84,E,Minor,71,63,45,45,0,11,3,Yahritza Y Su Esencia,61.0,Obsessed (Deluxe),album,2022-07-13,https://open.spotify.com/track/4pKhxDtzoLPVy4GzW1ibAz
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,157990698.0,20,4,52,0,1,95,D#,Minor,69,90,91,6,0,35,4,,,,,,
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831.0,32,0,49,0,0,135,D#,Minor,93,77,45,25,0,13,27,Davi Kneip,64.0,sentaDONA (Remix) s2,single,2022-03-17,https://open.spotify.com/track/3sd2p4kE7xQmFH3lPnFl6h
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129.0,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3,,,,,,
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107.0,46,8,60,0,0,88,G,Major,89,59,64,5,0,19,7,Beny Jr,78.0,Capítulo 1,single,2022-04-01,https://open.spotify.com/track/63ZedTAVRCICh2CNLWnsPZ
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812.0,27,2,31,0,0,119,C#,Minor,87,28,50,12,0,10,10,Teto,65.0,Fim de Semana no Rio,single,2022-03-30,https://open.spotify.com/track/7afaZ37wJJL6880z1NRgJS
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990.0,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41,Stray Kids,74.0,ODDINARY,album,2022-03-18,https://open.spotify.com/track/63irPUP3xB74fHdw1Aw9zR
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998.0,229,57,"1,370",2,71,122,D,Major,86,97,80,36,0,9,6,Shawn Mendes,86.0,Illuminate (Deluxe),album,2017-04-20,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795.0,10,2,13,0,1,98,F,Major,78,83,75,41,0,27,8,BoyWithUke,70.0,Serotonin Dreams,album,2022-05-06,https://open.spotify.com/track/4ZUpTMKPYFTfJqamWFU9Zv
Golden,Harry Styles,1,2019,12,13,8429,1,807015863.0,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6,,,,,,
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613.0,203,1,"8,215",0,0,116,F#,Minor,79,87,81,4,0,10,4,,,,,,
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590.0,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21,Doja Cat,76.0,Planet Her,album,2021-06-25,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157.0,34,39,30,0,0,105,A,Minor,91,73,72,13,0,9,15,,,,,,
Still Life,BIGBANG,1,2022,4,5,181,0,53909146.0,16,14,7,0,0,118,G#,Major,68,24,58,44,0,6,3,DI-RECT,30.0,De Duif Sessions,album,2019-05-17,https://open.spotify.com/track/0rnQUftO7il7sOD32Z7AMk
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932.0,228,105,"2,453",0,84,108,E,Major,61,20,38,61,0,10,5,Ed Sheeran,87.0,x (Deluxe Edition),album,2014-06-21,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722.0,289,87,"2,430",0,36,100,E,Major,61,53,38,84,0,28,44,Justin Bieber,85.0,Purpose (Deluxe),album,2015-11-13,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089.0,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14,Kendrick Lamar,77.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/0fX4oNGBWO3dSGUZcVdVV2
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,Lizzo,75.0,Special,album,2022-07-15,https://open.spotify.com/track/6HMtHNpW6YPi1hrw9tgF8P
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106.0,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27,Kendrick Lamar,77.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/2g6tReTlM2Akp41g0HaeXN
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540.0,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31,,,,,,
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415.0,7,30,13,1,1,93,n/a,Minor,79,22,55,31,0,12,5,Bad Bunny,75.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322.0,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43,Kendrick Lamar,77.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/5Gt9bxniM1SxN61yRzRhXL
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180.0,4,0,22,0,0,153,A#,Minor,55,50,78,19,0,11,35,Kendrick Lamar,73.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/28qA8y1sz0FTuSapsCxNOG
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297.0,7,21,11,0,0,142,n/a,Major,87,93,59,28,0,17,5,Bad Bunny,74.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135.0,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21,Kendrick Lamar,76.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/1QPreu0BNOrUfEb8HTd2qG
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301.0,42,28,43,0,0,125,n/a,Major,50,39,78,4,0,11,33,Post Malone,64.0,Twelve Carat Toothache,album,2022-06-03,https://open.spotify.com/track/32vE1nuG8T9c8bhmZdRY6d
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299.0,9,11,22,1,0,85,A#,Major,71,43,65,23,0,9,5,Bad Bunny,73.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717.0,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9,Kendrick Lamar,69.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/3lzUeaCbcCDB5IXYfqWRlF
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659.0,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20,Bad Bunny,75.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104.0,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9,Kendrick Lamar,79.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/6BU1RZexmvJcBjgagVVt3M
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883.0,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38,Bad Bunny,77.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004.0,10,24,11,0,0,130,C#,Major,82,50,67,12,0,13,5,Bad Bunny,75.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644.0,4,1,6,0,0,108,B,Major,65,52,69,31,0,8,36,Kendrick Lamar,65.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/67XC51nlZncNpHmZ8rOU9a
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890.0,9,0,8,0,0,123,G#,Major,61,66,71,53,0,32,46,cybershmonka,41.0,Savior,single,2024-05-11,https://open.spotify.com/track/2XJl1SHhfJc0N4fSKKHXZe
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558.0,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6,Bad Bunny,78.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754.0,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4,Bad Bunny,79.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839.0,1,0,5,0,0,72,A#,Minor,56,56,47,76,0,8,36,Kendrick Lamar,63.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/66mVPWmFvXPFf8pjK5ttOW
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161.0,4,15,10,0,0,121,F#,Minor,86,67,65,42,0,35,7,Bad Bunny,75.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876.0,7,0,7,0,0,138,D#,Minor,57,71,82,19,0,15,29,Kendrick Lamar,65.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/1REVvAphiSTJyKQ1fDpHa4
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261.0,8,12,9,0,0,188,F,Minor,50,41,50,69,0,12,6,,,,,,
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576.0,48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21,Polimá Westcoast,67.0,ULTRA SOLO,single,2022-02-14,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940.0,7,25,12,0,0,105,G#,Major,81,77,79,19,0,47,8,,,,,,
El Apagï¿½,Bad Bunny,1,2022,5,6,1209,0,212351890.0,9,7,14,0,1,118,G#,Major,63,60,70,5,0,9,31,,,,,,
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953.0,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31,Bad Bunny,76.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965.0,35,0,3,0,0,158,B,Major,83,41,65,0,10,11,8,,,,,,
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838.0,6,20,8,0,0,115,C#,Minor,85,72,58,9,0,49,12,Bad Bunny,73.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434.0,10,2,150,0,0,110,B,Minor,51,48,82,0,0,5,3,,,,,,
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425.0,1,0,3,0,0,174,A,Major,73,26,54,30,0,34,32,Kendrick Lamar,65.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/6CmpZfKUQ2KerzBFZ3QKFr
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195.0,16,81,23,0,0,130,E,Major,91,91,96,3,0,3,9,,,,,,
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619.0,48,40,87,1,210,78,A#,Major,36,30,54,34,0,14,5,Benson Boone,84.0,Fireworks & Rollerblades,album,2024-04-05,https://open.spotify.com/track/315aBOUD3xtj7sUMXtRgMV
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087.0,0,0,0,0,0,104,G,Major,44,74,42,88,0,9,9,Kendrick Lamar,59.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/15pyFQHCTVp6T7vaWctSgO
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891.0,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6,Måneskin,67.0,SUPERMODEL,single,2022-05-13,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194.0,10,4,4,0,0,105,D,Major,83,32,82,14,0,12,4,KALUSH,56.0,Stefania (Kalush Orchestra),single,2022-03-18,https://open.spotify.com/track/2vHzOWRKYPLu8umRPIFuOq
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137.0,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8,,,,,,
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571.0,2,0,10,0,0,170,C#,Minor,37,14,24,80,0,11,4,BUNT.,59.0,Crown,single,2024-08-30,https://open.spotify.com/track/48HjuSOCti5mGKg6rUjAfB
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188.0,1,0,4,0,0,78,G,Major,43,60,38,76,1,48,38,Kendrick Lamar,60.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/1uY1X8YeBixs1FdQ3fQ7d4
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729.0,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31,Future,78.0,I NEVER LIKED YOU,album,2022-04-29,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447.0,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7,,,,,,
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717.0,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9,,,,,,
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229.0,19,0,7,0,0,96,n/a,Major,61,32,90,25,0,10,9,Bizarrap,64.0,"Paulo Londra: Bzrp Music Sessions, Vol. 23",single,2022-04-25,https://open.spotify.com/track/4F4bzCA8RWoyKQDfeFGolM
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576.0,0,0,3,0,0,118,F,Minor,66,83,43,84,0,19,19,Kendrick Lamar,60.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/5G4uLkFKdEZLcuNyeomQmE
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832.0,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4,Shae Gill,69.0,Pasoori,single,2022-02-07,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454.0,3,0,2,0,0,140,G#,Minor,49,50,37,87,0,11,35,Kendrick Lamar,61.0,Mr. Morale & The Big Steppers,album,2022-05-13,https://open.spotify.com/track/346SJSEbB6pNZMpwovxDiu
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518.0,23,16,9,0,5,174,C#,Major,68,45,71,18,0,11,25,,,,,,
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101.0,135,74,119,1,18,127,A#,Major,77,53,78,19,0,29,4,,,,,,
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868.0,15,3,3,0,0,96,B,Major,71,37,52,62,0,11,36,Tesla Jnr,5.0,I Tried to Tell Y'all,single,2023-05-29,https://open.spotify.com/track/6il4TKaQo91RcQTYStCUqJ
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680.0,26,1,17,0,0,150,G#,Minor,82,82,66,13,0,11,6,Justin Bieber,62.0,Honest,single,2022-04-29,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
ZOOM,Jessi,1,2022,4,13,608,0,136996305.0,5,29,14,0,0,100,F#,Major,87,46,60,1,0,13,16,Jessi,63.0,ZOOM,single,2022-04-13,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
SloMo,Chanel,1,2021,12,24,1211,0,65719930.0,31,0,19,0,2,105,C#,Minor,73,59,81,13,0,9,6,Chanel,55.0,SloMo,single,2021-12-24,https://open.spotify.com/track/0T71AvVXY4RB65tvdIyzdO
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852.0,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14,LE SSERAFIM,65.0,FEARLESS,single,2022-05-02,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
